Class,FA Card,Description,Major Category,IHS Categorization,My Categorization,Parent,Sub-FA Card,Bar Code,Status,Remarks,Site New Code,Alternate Site ID,Acquisition Cost 31/12/17,Addition in Period,Disposal in Period,Acquisition Cost 31/07/18,Depreciation 31/12/17,Depreciation in Period,Disposal Depreciation in Period,Depreciation 31/07/18,Book Value 31/12/17,Book Value 31/07/18,Dep. Start date,Useful life
TW,FA/TW280629,Cooling System IPT,TOWER,Air Conditioner,Air Conditioner,Parent,FA/TW280629,9000659597,F,"OPERATING, GOOD",IHS_OND_863A,IHS_OND_0863A,"799,313.00",0,0,"799,313.00","-197,608.00","-155,421.00",0,"-353,029.00","601,705.00","446,284.00",4/4/2017,3
TW,FA/TW203086,2HP LG Split Unit,TOWER,Air Conditioner,Air Conditioner,Parent,,9000418286,F,"IDLE, BAD",IHS_OND_878A,IHS_OND_0878A,"75,208.47","305,156.25",0,"380,364.72","-50,136.00","-220,277.00",0,"-270,413.00","25,072.47","109,951.72",1/1/2016,3
TW,FA/TW255751,2HP WINDOW UNIT AC,TOWER,Air Conditioner,Air Conditioner,Parent,,9000418244,F,"OPERATING, GOOD",IHS_OND_885A,IHS_OND_0885A,"180,931.58",0,0,"180,931.58","-65,338.00","-35,182.00",0,"-100,520.00","115,593.58","80,411.58",12/1/2016,3
TW,FA/TW255760,2HP WINDOW UNIT AC,TOWER,Air Conditioner,Air Conditioner,Parent,,9000418245,F,"IDLE, BAD",IHS_OND_885A,IHS_OND_0885A,"180,931.58",0,0,"180,931.58","-65,338.00","-35,182.00",0,"-100,520.00","115,593.58","80,411.58",12/1/2016,3
TW,FA/TW203087,2HP LG Split Unit,TOWER,Air Conditioner,Air Conditioner,Parent,,9000418287,F,"IDLE, BAD",IHS_OND_878A,IHS_OND_0878A,"75,208.47","74,375.00",0,"149,583.47","-50,136.00","-35,280.00",0,"-85,416.00","25,072.47","64,167.47",1/1/2016,3
TW,FA/TW203127,2HP LG Split Unit,TOWER,Air Conditioner,Air Conditioner,Parent,,9000418102,F,"OPERATING, GOOD",IHS_OND_871A,IHS_OND_0871A,"75,208.47",0,0,"75,208.47","-50,136.00","-14,625.00",0,"-64,761.00","25,072.47","10,447.47",1/1/2016,3
TW,FA/TW203128,2HP LG Split Unit,TOWER,Air Conditioner,Air Conditioner,Parent,,9000418103,F,"OPERATING, GOOD",IHS_OND_871A,IHS_OND_0871A,"75,208.47",0,0,"75,208.47","-50,136.00","-14,625.00",0,"-64,761.00","25,072.47","10,447.47",1/1/2016,3
TW,FA/TW203069,2HP LG Split Unit,TOWER,Air Conditioner,Air Conditioner,Parent,FA/TW203069,,NF,,IHS_OND_885A,IHS_OND_0885A,"75,208.47",0,0,"75,208.47","-50,136.00","-14,625.00",0,"-64,761.00","25,072.47","10,447.47",1/1/2016,3
TW,FA/TW203070,2HP LG Split Unit,TOWER,Air Conditioner,Air Conditioner,Child,FA/TW203069,,NF,,IHS_OND_885A,IHS_OND_0885A,"75,208.47",0,0,"75,208.47","-50,136.00","-14,625.00",0,"-64,761.00","25,072.47","10,447.47",1/1/2016,3
TW,FA/TW203071,2HP LG Split Unit,TOWER,Air Conditioner,Air Conditioner,Child,FA/TW203069,,NF,,IHS_OND_885A,IHS_OND_0885A,"75,208.47",0,0,"75,208.47","-50,136.00","-14,625.00",0,"-64,761.00","25,072.47","10,447.47",1/1/2016,3
TW,FA/TW203077,2HP LG Split Unit,TOWER,Air Conditioner,Air Conditioner,Parent,,,NF,,IHS_OND_897A,IHS_OND_0897A,"75,208.47",0,0,"75,208.47","-50,136.00","-14,625.00",0,"-64,761.00","25,072.47","10,447.47",1/1/2016,3
TW,FA/TW203078,2HP LG Split Unit,TOWER,Air Conditioner,Air Conditioner,Parent,,,NF,,IHS_OND_897A,IHS_OND_0897A,"75,208.47",0,0,"75,208.47","-50,136.00","-14,625.00",0,"-64,761.00","25,072.47","10,447.47",1/1/2016,3
TW,FA/TW006527,2HP 1800BTU Window Unit Samsung A/C,TOWER,Air Conditioner,Air Conditioner,Parent,,,NF,,IHS_OND_889A,IHS_OND_0889A,"3,360.00",0,0,"3,360.00","-3,360.00",0,0,"-3,360.00",0,0,12/5/2014,0.00023148
TW,FA/TW006518,2HP 1800BTU Window Unit Samsung A/C,TOWER,Air Conditioner,Air Conditioner,Child,FA/TW280629,,F,,IHS_OND_863A,IHS_OND_0863A,"3,360.00",0,0,"3,360.00","-3,360.00",0,0,"-3,360.00",0,0,12/5/2014,0.00023148
TW,FA/TW176856,LG WIN 2HP REMOTE,TOWER,Air Conditioner,Air Conditioner,Parent,,,NF,,IHS_OND_871A,IHS_OND_0871A,"39,934.04",0,0,"39,934.04","-39,934.04",0,0,"-39,934.04",0,0,12/5/2014,2.38888889
TW,FA/TW107209,MONIOR SIGN LIGTH PRO UNIT OUTDOOR,TOWER,Alarm System,Alarm System,Parent,,,NF,,IHS_OND_898A,IHS_OND_0898A,"19,197.28",0,0,"19,197.28","-3,251.00",-550,0,"-3,801.00","15,946.28","15,396.28",12/5/2014,20
TW,FA/TW113501,MONIOR SIGN LIGTH PRO UNIT OUTDOOR,TOWER,Alarm System,Alarm System,Parent,,,NF,,IHS_OND_878A,IHS_OND_0878A,"4,985.41",0,0,"4,985.41",-837,-140,0,-977,"4,148.41","4,008.41",12/5/2014,20
TW,FA/TW113490,MONIOR SIGN LIGTH PRO UNIT OUTDOOR,TOWER,Alarm System,Alarm System,Parent,,9000418105,F,"OPERATING, GOOD",IHS_OND_871A,IHS_OND_0871A,"4,985.41",0,0,"4,985.41",-837,-140,0,-977,"4,148.41","4,008.41",12/5/2014,20
TW,FA/TW113589,MONIOR SIGN LIGTH PRO UNIT OUTDOOR,TOWER,Alarm System,Alarm System,Parent,,9000614826,F,"OPERATING, GOOD",IHS_OND_895A,IHS_OND_0895A,"4,749.77",0,0,"4,749.77",-796,-133,0,-929,"3,953.77","3,820.77",12/5/2014,20
TW,FA/TW115475,MONIOR SIGN LIGTH PRO UNIT OUTDOOR,TOWER,Alarm System,Alarm System,Parent,,,NF,,IHS_OND_890A,IHS_OND_0890A,"4,588.33",0,0,"4,588.33",-786,-133,0,-919,"3,802.33","3,669.33",12/5/2014,20
TW,FA/TW115474,MONIOR SIGN LIGTH PRO UNIT OUTDOOR,TOWER,Alarm System,Alarm System,Parent,,,NF,,IHS_OND_885A,IHS_OND_0885A,"4,588.33",0,0,"4,588.33",-786,-133,0,-919,"3,802.33","3,669.33",12/5/2014,20
TW,FA/TW118786,MONIOR SIGN LIGTH PRO UNIT OUTDOOR,TOWER,Alarm System,Alarm System,Parent,,,NF,,IHS_OND_872A,IHS_OND_0872A,"3,615.53",0,0,"3,615.53",-629,-105,0,-734,"2,986.53","2,881.53",12/5/2014,20
TW,FA/TW128389,I C for Hybrid Cabinet and ATS (Vat Incl.),TOWER,ATS,ATS,Parent,,,NF,,IHS_OND_901A,IHS_OND_0901A,"169,342.25","523,683.83",0,"693,026.08","-64,555.00","-233,704.00",0,"-298,259.00","104,787.25","394,767.08",12/5/2014,8.05833333
TW,FA/TW128754,I C for Hybrid Cabinet and ATS(Vat Incl.),TOWER,ATS,ATS,Parent,,,NF,,IHS_OND_899A,IHS_OND_0899A,"169,342.25","476,111.02",0,"645,453.27","-64,555.00","-214,875.00",0,"-279,430.00","104,787.25","366,023.27",12/5/2014,8.05833333
TW,FA/TW128755,I C for Hybrid Cabinet and ATS(Vat Incl.),TOWER,ATS,ATS,Parent,,,NF,,IHS_OND_904A,IHS_OND_0904A,"169,342.25","460,630.12",0,"629,972.37","-64,555.00","-208,747.00",0,"-273,302.00","104,787.25","356,670.37",12/5/2014,8.05833333
TW,FA/TW128751,I C for Hybrid Cabinet and ATS(Vat Incl.),TOWER,ATS,ATS,Parent,,9000379855,F,"OPERATING, GOD",IHS_OND_910A,IHS_OND_0910A,"169,342.25","460,630.12",0,"629,972.37","-64,555.00","-208,747.00",0,"-273,302.00","104,787.25","356,670.37",12/5/2014,8.05833333
TW,FA/TW128749,I C for Hybrid Cabinet and ATS(Vat Incl.),TOWER,ATS,ATS,Parent,,9000418596,F,"OPERATING, GOOD",IHS_OND_902A,IHS_OND_0902A,"169,342.25","460,630.12",0,"629,972.37","-64,555.00","-208,747.00",0,"-273,302.00","104,787.25","356,670.37",12/5/2014,8.05833333
TW,FA/TW266280,45A-JMG ATS,TOWER,ATS,ATS,Parent,,9000615251,F,"OPERATING, FAIR",IHS_OND_892A,IHS_OND_0892A,"618,625.00","20,343.75",0,"638,968.75","-223,392.00","-136,910.00",0,"-360,302.00","395,233.00","278,666.75",12/1/2016,3
TW,FA/TW266279,45A-JMG ATS,TOWER,ATS,ATS,Parent,,9000418075,F,"OPERATING, GOOD",IHS_OND_891A,IHS_OND_0891A,"618,625.00",0,0,"618,625.00","-223,392.00","-120,288.00",0,"-343,680.00","395,233.00","274,945.00",12/1/2016,3
TW,FA/TW128413,I C for Hybrid Cabinet and ATS (Vat Incl.),TOWER,ATS,ATS,Parent,,9000418426,F,"OPERATING, GOOD, THREE OTHERS LEFT UNMATCHED IN PV",IHS_OND_872A,IHS_OND_0872A,"169,342.25","215,828.14",0,"385,170.39","-64,555.00","-106,413.00",0,"-170,968.00","104,787.25","214,202.39",12/5/2014,8.05833333
TW,FA/TW142353,15KVA/45A Triple Input ATS panel(Hybrid Enabled),TOWER,ATS,ATS,Parent,FA/TW142353,9000418464,F,"OPERATING, GOOD",IHS_OND_903A,IHS_OND_0903A,"376,323.17",0,0,"376,323.17","-137,811.00","-26,166.00",0,"-163,977.00","238,512.17","212,346.17",12/5/2014,8.38888889
TW,FA/TW147135,15KVA/45A Triple Input ATS panel(Hybrid Enabled),TOWER,ATS,ATS,Parent,FA/TW147135,9000418331,F,"IDLE, BAD",IHS_OND_898A,IHS_OND_0898A,"364,745.18",0,0,"364,745.18","-136,333.00","-25,886.00",0,"-162,219.00","228,412.18","202,526.18",12/5/2014,8.21944444
TW,FA/TW155390,T3911 I C for Hybrid Cabinent and ATS Vat Incl.,TOWER,ATS,ATS,Parent,,,NF,,IHS_OND_909A,IHS_OND_0909A,"158,148.39","204,793.28",0,"362,941.67","-62,895.00","-107,475.00",0,"-170,370.00","95,253.39","192,571.67",12/5/2014,7.725
TW,FA/TW174479,DUAL ATS 63 AMPS MTN SPEC,TOWER,ATS,ATS,Parent,,,NF,,IHS_OND_904A,IHS_OND_0904A,"297,879.53",0,0,"297,879.53","-96,755.00","-18,372.00",0,"-115,127.00","201,124.53","182,752.53",12/5/2014,9.45833333
TW,FA/TW149606,63 AMPS ATS PANEL,TOWER,ATS,ATS,Parent,,9000418111,F,"OPERATING, GOOD",IHS_OND_871A,IHS_OND_0871A,"264,125.87",0,0,"264,125.87","-100,691.00","-19,121.00",0,"-119,812.00","163,434.87","144,313.87",12/5/2014,8.05833333
TW,FA/TW147067,63 AMPS ATS PANEL,TOWER,ATS,ATS,Parent,FA/TW147067,,NF,,IHS_OND_897A,IHS_OND_0897A,"236,776.07",0,0,"236,776.07","-88,505.00","-16,804.00",0,"-105,309.00","148,271.07","131,467.07",12/5/2014,8.21944444
TW,FA/TW147062,63 AMPS ATS PANEL,TOWER,ATS,ATS,Parent,,9000418272,F,"OPERATING, GOOD",IHS_OND_878A,IHS_OND_0878A,"236,776.07",0,0,"236,776.07","-88,505.00","-16,804.00",0,"-105,309.00","148,271.07","131,467.07",12/5/2014,8.21944444
TW,FA/TW149588,63 AMPS ATS PANEL,TOWER,ATS,ATS,Parent,,9000418231,F,"OPERATING, GOOD",IHS_OND_885A,IHS_OND_0885A,"229,140.75",0,0,"229,140.75","-87,366.00","-16,586.00",0,"-103,952.00","141,774.75","125,188.75",12/5/2014,8.05833333
TW,FA/TW145260,15KVA/45A Triple Input ATS panel(Hybrid Enabled),TOWER,ATS,ATS,Child,FA/TW147135,,F,,IHS_OND_898A,IHS_OND_0898A,"67,463.97",0,0,"67,463.97","-24,958.00","-4,739.00",0,"-29,697.00","42,505.97","37,766.97",12/5/2014,8.30555556
TW,FA/TW150645,15KVA/45AMPS TRIPLE INPUT ATS PANEL(Charges),TOWER,ATS,ATS,Child,FA/TW147067,,NF,,IHS_OND_897A,IHS_OND_0897A,"39,363.47",0,0,"39,363.47","-15,005.00","-2,849.00",0,"-17,854.00","24,358.47","21,509.47",12/5/2014,8.05833333
TW,FA/TW160829,15KVA/45AMPS TRIPLE INPUT ATS PANEL,TOWER,ATS,ATS,Parent,FA/TW160829,9000418298,F,"IDLE, AVERAGE",IHS_OND_888A,IHS_OND_0888A,"30,592.41",0,0,"30,592.41","-12,842.00","-2,440.00",0,"-15,282.00","17,750.41","15,310.41",12/5/2014,7.31666667
TW,FA/TW160731,15KVA/45AMPS TRIPLE INPUT ATS PANEL,TOWER,ATS,ATS,Parent,FA/TW160731,9000418402,F,"OPERATING, GOOD",IHS_OND_890A,IHS_OND_0890A,"30,592.41",0,0,"30,592.41","-12,842.00","-2,440.00",0,"-15,282.00","17,750.41","15,310.41",12/5/2014,7.31666667
TW,FA/TW147789,15KVA/45A Triple Input ATS panel(Hybrid Enabled)(c,TOWER,ATS,ATS,Child,FA/TW147135,,F,,IHS_OND_898A,IHS_OND_0898A,"19,391.17",0,0,"19,391.17","-7,254.00","-1,376.00",0,"-8,630.00","12,137.17","10,761.17",12/5/2014,8.21944444
TW,FA/TW162203,15KVA/45AMPS TRIPLE INPUT ATS PANEL,TOWER,ATS,ATS,Parent,,9000418301,F,"OPERATING, GOOD",IHS_OND_888A,IHS_OND_0888A,"9,211.62",0,0,"9,211.62","-3,909.00",-742,0,"-4,651.00","5,302.62","4,560.62",12/5/2014,7.23055556
TW,FA/TW162147,15KVA/45AMPS TRIPLE INPUT ATS PANEL,TOWER,ATS,ATS,Child,FA/TW160731,,F,,IHS_OND_890A,IHS_OND_0890A,"9,211.62",0,0,"9,211.62","-3,909.00",-742,0,"-4,651.00","5,302.62","4,560.62",12/5/2014,7.23055556
TW,FA/TW162487,15KVA/45AMPS TRIPLE INPUT ATS PANEL,TOWER,ATS,ATS,Child,FA/TW160829,,F,,IHS_OND_888A,IHS_OND_0888A,"9,024.11",0,0,"9,024.11","-3,873.00",-735,0,"-4,608.00","5,151.11","4,416.11",12/5/2014,7.14722222
TW,FA/TW162478,15KVA/45AMPS TRIPLE INPUT ATS PANEL,TOWER,ATS,ATS,Child,FA/TW160731,,F,,IHS_OND_890A,IHS_OND_0890A,"9,024.11",0,0,"9,024.11","-3,873.00",-735,0,"-4,608.00","5,151.11","4,416.11",12/5/2014,7.14722222
TW,FA/TW159528,15KVA/45AMPS TRIPLE INPUT ATS PANEL Charges,TOWER,ATS,ATS,Child,FA/TW160829,,F,,IHS_OND_888A,IHS_OND_0888A,"6,786.66",0,0,"6,786.66","-2,814.00",-535,0,"-3,349.00","3,972.66","3,437.66",12/5/2014,7.4
TW,FA/TW159568,15KVA/45AMPS TRIPLE INPUT ATS PANEL Charges,TOWER,ATS,ATS,Child,FA/TW160731,,F,,IHS_OND_890A,IHS_OND_0890A,"6,786.66",0,0,"6,786.66","-2,814.00",-535,0,"-3,349.00","3,972.66","3,437.66",12/5/2014,7.4
TW,FA/TW162202,15KVA/45AMPS TRIPLE INPUT ATS PANEL,TOWER,ATS,ATS,Child,FA/TW160829,,F,,IHS_OND_888A,IHS_OND_0888A,"5,757.46",0,0,"5,757.46","-2,439.00",-466,0,"-2,905.00","3,318.46","2,852.46",12/5/2014,7.23055556
TW,FA/TW162146,15KVA/45AMPS TRIPLE INPUT ATS PANEL,TOWER,ATS,ATS,Child,FA/TW160731,,F,,IHS_OND_890A,IHS_OND_0890A,"5,757.46",0,0,"5,757.46","-2,439.00",-466,0,"-2,905.00","3,318.46","2,852.46",12/5/2014,7.23055556
TW,FA/TW162794,15KVA/45AMPS TRIPLE INPUT ATS PANEL,TOWER,ATS,ATS,Child,FA/TW160829,,F,,IHS_OND_888A,IHS_OND_0888A,"5,526.99",0,0,"5,526.99","-2,397.00",-455,0,"-2,852.00","3,129.99","2,674.99",12/5/2014,7.06944444
TW,FA/TW162785,15KVA/45AMPS TRIPLE INPUT ATS PANEL,TOWER,ATS,ATS,Child,FA/TW160731,,F,,IHS_OND_890A,IHS_OND_0890A,"5,526.99",0,0,"5,526.99","-2,397.00",-455,0,"-2,852.00","3,129.99","2,674.99",12/5/2014,7.06944444
TW,FA/TW145869,15KVA/45AMPS TRIPLE INPUT ATS PANEL,TOWER,ATS,ATS,Child,FA/TW147067,,NF,,IHS_OND_897A,IHS_OND_0897A,"2,123.65",0,0,"2,123.65",-778,-147,0,-925,"1,345.65","1,198.65",12/5/2014,8.30555556
TW,FA/TW145394,15KVA/45A Triple Input ATS panel(Hybrid Enabled),TOWER,ATS,ATS,Child,FA/TW147135,,F,,IHS_OND_898A,IHS_OND_0898A,972.14,0,0,972.14,-366,-70,0,-436,606.14,536.14,12/5/2014,8.30555556
TW,FA/TW107286,GSM AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,,NF,,IHS_OND_897A,IHS_OND_0897A,"232,748.19","396,118.21",0,"628,866.40","-142,695.00","-361,118.00",0,"-503,813.00","90,053.19","125,053.40",12/5/2014,5.01111111
TW,FA/TW107033,GSM AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,9000418233,F,"IDLE, BAD",IHS_OND_885A,IHS_OND_0885A,"227,658.99","396,118.21",0,"623,777.20","-139,577.00","-360,529.00",0,"-500,106.00","88,081.99","123,671.20",12/5/2014,5.01111111
TW,FA/TW096417,AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,,NF,,IHS_OND_905A,IHS_OND_0905A,"342,136.98",0,0,"342,136.98","-203,222.00","-38,587.00",0,"-241,809.00","138,914.98","100,327.98",12/5/2014,5.17222222
TW,FA/TW103690,AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,9000379967,F,"IDLE, BAD",IHS_OND_901A,IHS_OND_0901A,"315,500.12",0,0,"315,500.12","-190,268.00","-36,127.00",0,"-226,395.00","125,232.12","89,105.12",12/5/2014,5.09444444
TW,FA/TW081160,AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,9000418595,F,"IDLE, BAD",IHS_OND_902A,IHS_OND_0902A,"266,712.81",0,0,"266,712.81","-158,417.00","-30,081.00",0,"-188,498.00","108,295.81","78,214.81",12/5/2014,5.17222222
TW,FA/TW108298,GSM AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,9000418320,F,"IDLE, AVERAGE",IHS_OND_893A,IHS_OND_0893A,"232,748.19",0,0,"232,748.19","-142,695.00","-27,093.00",0,"-169,788.00","90,053.19","62,960.19",12/5/2014,5.01111111
TW,FA/TW108287,GSM AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,9000667812,F,"IDLE, BAD",IHS_OND_889A,IHS_OND_0889A,"232,748.19",0,0,"232,748.19","-142,695.00","-27,093.00",0,"-169,788.00","90,053.19","62,960.19",12/5/2014,5.01111111
TW,FA/TW114701,AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,9000614822,F,"IDLE, BAD",IHS_OND_895A,IHS_OND_0895A,"206,544.50",0,0,"206,544.50","-130,913.00","-24,857.00",0,"-155,770.00","75,631.50","50,774.50",12/5/2014,4.84722222
TW,FA/TW115197,GSM AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,9000418297,F,"IDLE, BAD",IHS_OND_888A,IHS_OND_0888A,"193,788.50",0,0,"193,788.50","-125,051.00","-23,744.00",0,"-148,795.00","68,737.50","44,993.50",12/5/2014,4.76111111
TW,FA/TW115691,AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,9000418271,F,"IDLE, BAD",IHS_OND_878A,IHS_OND_0878A,"181,672.28",0,0,"181,672.28","-119,177.00","-22,628.00",0,"-141,805.00","62,495.28","39,867.28",12/5/2014,4.68333333
TW,FA/TW118095,AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,,NF,,IHS_OND_881A,IHS_OND_0881A,"133,902.46",0,0,"133,902.46","-94,452.00","-17,934.00",0,"-112,386.00","39,450.46","21,516.46",12/5/2014,4.35555556
TW,FA/TW121094,AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,,NF,,IHS_OND_856A,IHS_OND_0856A,"58,887.85",0,0,"58,887.85","-58,887.85",0,0,"-58,887.85",0,0,12/5/2014,0.65555556
TW,FA/TW120221,AUTOMATIC VOLTAGE REGULATOR,TOWER,AVR,AVR,Parent,,9000659590,F,"IDLE, FAIR",IHS_OND_863A,IHS_OND_0863A,"94,583.63",0,0,"94,583.63","-94,583.63",0,0,"-94,583.63",0,0,12/5/2014,0.98611111
TW,FA/TW098111,MONIOR SIGN LIGTH PRO UNIT OUTDOOR,TOWER,AWL,AWL,Parent,,,NF,,IHS_OND_905A,IHS_OND_0905A,"11,878.07",0,0,"11,878.07","-2,008.00",-343,0,"-2,351.00","9,870.07","9,527.07",12/5/2014,20
TW,FA/TW076958,MONIOR SIGN LIGTH PRO UNIT OUTDOOR,TOWER,AWL,AWL,Parent,,,NF,,IHS_OND_909A,IHS_OND_0909A,"4,953.58",0,0,"4,953.58",-826,-140,0,-966,"4,127.58","3,987.58",12/5/2014,20
TW,FA/TW100003,MONIOR SIGN LIGTH PRO UNIT OUTDOOR,TOWER,AWL,AWL,Parent,,,NF,,IHS_OND_901A,IHS_OND_0901A,"4,913.85",0,0,"4,913.85",-826,-140,0,-966,"4,087.85","3,947.85",12/5/2014,20
TW,FA/TW099992,MONIOR SIGN LIGTH PRO UNIT OUTDOOR,TOWER,AWL,AWL,Parent,,,NF,,IHS_OND_903A,IHS_OND_0903A,"4,913.85",0,0,"4,913.85",-826,-140,0,-966,"4,087.85","3,947.85",12/5/2014,20
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660077,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660078,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660079,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660080,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660081,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660082,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660083,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660084,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660085,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660086,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660087,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660088,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660089,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660090,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660091,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660092,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660093,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660094,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660095,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
TW,FA/TW274730,Solar Batteries,TOWER,Battery,Battery,Parent,,9000660096,F,"OPERATING, GOOD",IHS_OND_905A,IHS_OND_0905A,"126,299.57",0.00,0.00,"126,299.57","-14,805.17","-14,735.00",0.00,"-29,540.17","111,494.40","96,759.40",5/31/2017,5
