Class,FA Card,Description,Major Category,IHS Categorization,My Categorization,Parent,Sub-FA Card,Bar Code,Status,Remarks,Site New Code,Alternate Site ID,Acquisition Cost 31/12/17,Addition in Period,Disposal in Period,Acquisition Cost 31/07/18,Depreciation 31/12/17,Depreciation in Period,Disposal Depreciation in Period,Depreciation 31/07/18,Book Value 31/12/17,Book Value 31/07/18,Dep. Start date,Useful life
TW,FA/TW260580,Solar Batteries,TOWER,Battery,Battery,Parent,,9000659364,F,"OPERATING, GOOD",IHS_OND_856A,IHS_OND_0856A,176690.9517,0,0,176690.9517,-50160.45833,-20613.91667,0,-70774.375,126530.4933,105916.5767,7/31/2016,5
TW,FA/TW260580,Solar Batteries,TOWER,Battery,Battery,Parent,,9000659365,F,"OPERATING, GOOD",IHS_OND_856A,IHS_OND_0856A,176690.9517,0,0,176690.9517,-50160.45833,-20613.91667,0,-70774.375,126530.4933,105916.5767,7/31/2016,5
TW,FA/TW260580,Solar Batteries,TOWER,Battery,Battery,Parent,,9000659366,F,"OPERATING, GOOD",IHS_OND_856A,IHS_OND_0856A,176690.9517,0,0,176690.9517,-50160.45833,-20613.91667,0,-70774.375,126530.4933,105916.5767,7/31/2016,5
TW,FA/TW260580,Solar Batteries,TOWER,Battery,Battery,Parent,,9000659367,F,"OPERATING, GOOD",IHS_OND_856A,IHS_OND_0856A,176690.9517,0,0,176690.9517,-50160.45833,-20613.91667,0,-70774.375,126530.4933,105916.5767,7/31/2016,5
TW,FA/TW260580,Solar Batteries,TOWER,Battery,Battery,Parent,,9000659368,F,"OPERATING, GOOD",IHS_OND_856A,IHS_OND_0856A,176690.9517,0,0,176690.9517,-50160.45833,-20613.91667,0,-70774.375,126530.4933,105916.5767,7/31/2016,5
TW,FA/TW260580,Solar Batteries,TOWER,Battery,Battery,Parent,,9000659369,F,"OPERATING, GOOD",IHS_OND_856A,IHS_OND_0856A,176690.9517,0,0,176690.9517,-50160.45833,-20613.91667,0,-70774.375,126530.4933,105916.5767,7/31/2016,5
TW,FA/TW260580,Solar Batteries,TOWER,Battery,Battery,Parent,,9000659370,F,"OPERATING, GOOD",IHS_OND_856A,IHS_OND_0856A,176690.9517,0,0,176690.9517,-50160.45833,-20613.91667,0,-70774.375,126530.4933,105916.5767,7/31/2016,5
TW,FA/TW260580,Solar Batteries,TOWER,Battery,Battery,Parent,,9000659371,F,"OPERATING, GOOD",IHS_OND_856A,IHS_OND_0856A,176690.9517,0,0,176690.9517,-50160.45833,-20613.91667,0,-70774.375,126530.4933,105916.5767,7/31/2016,5
TW,FA/TW260580,Solar Batteries,TOWER,Battery,Battery,Parent,,9000659372,F,"OPERATING, GOOD",IHS_OND_856A,IHS_OND_0856A,176690.9517,0,0,176690.9517,-50160.45833,-20613.91667,0,-70774.375,126530.4933,105916.5767,7/31/2016,5
TW,FA/TW260580,Solar Batteries,TOWER,Battery,Battery,Parent,,9000659373,F,"OPERATING, GOOD",IHS_OND_856A,IHS_OND_0856A,176690.9517,0,0,176690.9517,-50160.45833,-20613.91667,0,-70774.375,126530.4933,105916.5767,7/31/2016,5
TW,FA/TW260580,Solar Batteries,TOWER,Battery,Battery,Parent,,9000659374,F,"OPERATING, GOOD",IHS_OND_856A,IHS_OND_0856A,176690.9517,0,0,176690.9517,-50160.45833,-20613.91667,0,-70774.375,126530.4933,105916.5767,7/31/2016,5
TW,FA/TW160444,9.6KW HYBRID POWER CABINET(OUTDOOR),TOWER,Battery,Battery,Parent,,9000659348,F,"OPERATING, GOOD",IHS_OND_856A,IHS_OND_0856A,"575,317.70",0,0,"575,317.70","-241,577.00","-45,868.00",0,"-287,445.00","333,740.70","287,872.70",12/5/2014,7.31666667
TW,FA/TW245836,12V 75 AH 1 Pieces,TOWER,Battery,Battery,Parent,,,NF,,IHS_OND_885A,IHS_OND_0885A,"100,510.34","305,156.25",0,"405,666.59","-25,125.00","-184,567.00",0,"-209,692.00","75,385.34","195,974.59",10/1/2016,5
TW,FA/TW165824,9.6KW HYBRID POWER CABINE (OUTDOOR)9Hybrid Cabinet,TOWER,Battery,Battery,Parent,,9000418247,F,"OPERATING, GOOD",IHS_OND_885A,IHS_OND_0885A,"790,255.10",0,0,"790,255.10","-542,867.00","-103,078.00",0,"-645,945.00","247,388.10","144,310.10",12/5/2014,4.47222222
TW,FA/TW170526,9.6KW Hybrid Power Cabinet(outdoor) Expandable to,TOWER,Battery,Battery,Parent,,9000667826,F,"OPERATING, GOOD",IHS_OND_889A,IHS_OND_0889A,"455,299.48",0,0,"455,299.48","-288,244.00","-54,730.00",0,"-342,974.00","167,055.48","112,325.48",12/5/2014,4.85277778
TW,FA/TW245832,12V 75 AH 1 Pieces,TOWER,Battery,Battery,Parent,,,NF,,IHS_OND_878A,IHS_OND_0878A,"100,510.34","203,437.50",0,"303,947.84","-25,125.00","-177,450.00",0,"-202,575.00","75,385.34","101,372.84",10/1/2016,5
TW,FA/TW165828,9.6KW HYBRID POWER CABINE (OUTDOOR)(Hybrid panel),TOWER,Battery,Battery,Parent,,9000418288,F,"RECTIFIER CABINET, OPERATING, GOOD",IHS_OND_878A,IHS_OND_0878A,"252,258.49",0.00,0.00,"252,258.49","-173,292.00","-32,903.50",0.00,"-206,195.50","78,966.49","46,062.99",12/5/2014,4.47222222
TW,FA/TW165828,9.6KW HYBRID POWER CABINE (OUTDOOR)(Hybrid panel),TOWER,Battery,Battery,Parent,,9000418294,F,"BATTERY CABINET, OPERATING, GOOD",IHS_OND_878A,IHS_OND_0878A,"252,258.49",0.00,0.00,"252,258.49","-173,292.00","-32,903.50",0.00,"-206,195.50","78,966.49","46,062.99",12/5/2014,4.47222222
TW,FA/TW165827,9.6KW HYBRID POWER CABINE (OUTDOOR)(Hybrid panel),TOWER,Battery,Battery,Parent,,9000418329,F,"OPERATING, GOOD",IHS_OND_893A,IHS_OND_0893A,"504,516.98",0,0,"504,516.98","-346,584.00","-65,807.00",0,"-412,391.00","157,932.98","92,125.98",12/5/2014,4.47222222
TW,FA/TW286706,12V 200AH Battery- 4pieces,TOWER,Battery,Battery,Parent,,,NF,,IHS_OND_888A,IHS_OND_0888A,"84,000.00",0,0,"84,000.00","-4,200.00","-9,800.00",0,"-14,000.00","79,800.00","70,000.00",1/10/2017,5
TW,FA/TW275287,12V 100A Generator Batteries,TOWER,Battery,Battery,Child,FA/TW295250,,F,,IHS_OND_863A,IHS_OND_0863A,"60,169.05",0,0,"60,169.05","-11,697.00","-11,699.00",0,"-23,396.00","48,472.05","36,773.05",6/1/2017,3
TW,FA/TW275288,12V 100A Generator Batteries,TOWER,Battery,Battery,Child,FA/TW295250,,F,,IHS_OND_863A,IHS_OND_0863A,"60,169.05",0,0,"60,169.05","-11,697.00","-11,699.00",0,"-23,396.00","48,472.05","36,773.05",6/1/2017,3
TW,FA/TW131142,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Parent,FA/TW131142,9000224705,F,"IDLE, BAD",IHS_OND_904A,IHS_OND_0904A,"6,843.62",0,0,"6,843.62","-6,843.62",0,0,"-6,843.62",0,0,12/5/2014,2.38611111
TW,FA/TW131141,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Parent,,9000680030,F,"OPERATING, GOOD",IHS_OND_899A,IHS_OND_0899A,"6,843.62",0,0,"6,843.62","-6,843.62",0,0,"-6,843.62",0,0,12/5/2014,2.38611111
TW,FA/TW131140,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Child,FA/TW136153,,F,,IHS_OND_905A,IHS_OND_0905A,"6,843.62",0,0,"6,843.62","-6,843.62",0,0,"-6,843.62",0,0,12/5/2014,2.38611111
TW,FA/TW131138,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Child,FA/TW147533,,F,,IHS_OND_898A,IHS_OND_0898A,"6,843.62",0,0,"6,843.62","-6,843.62",0,0,"-6,843.62",0,0,12/5/2014,2.38611111
TW,FA/TW131137,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Parent,,9000379857,F,"OPERATING, GOOD",IHS_OND_910A,IHS_OND_0910A,"6,843.62",0,0,"6,843.62","-6,843.62",0,0,"-6,843.62",0,0,12/5/2014,2.38611111
TW,FA/TW131133,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Parent,,9000418613,F,"OPERATING, GOOD",IHS_OND_902A,IHS_OND_0902A,"6,843.62",0,0,"6,843.62","-6,843.62",0,0,"-6,843.62",0,0,12/5/2014,2.38611111
TW,FA/TW298947,12V 180AH Batteries 4 pieces,Tower,Battery,Battery,Parent,,9000418433,F,,IHS_OND_872A,IHS_OND_0872A,0.00,"87,150.00",0.00,"87,150.00",0.00,"-4,406.00",0.00,"-4,406.00",0.00,"82,744.00",4/30/2018,5
TW,FA/TW298947,12V 180AH Batteries 4 pieces,Tower,Battery,Battery,Parent,,9000418434,F,,IHS_OND_872A,IHS_OND_0872A,0.00,"87,150.00",0.00,"87,150.00",0.00,"-4,406.00",0.00,"-4,406.00",0.00,"82,744.00",4/30/2018,5
TW,FA/TW298947,12V 180AH Batteries 4 pieces,Tower,Battery,Battery,Parent,,9000418435,F,,IHS_OND_872A,IHS_OND_0872A,0.00,"87,150.00",0.00,"87,150.00",0.00,"-4,406.00",0.00,"-4,406.00",0.00,"82,744.00",4/30/2018,5
TW,FA/TW298947,12V 180AH Batteries 4 pieces,Tower,Battery,Battery,Parent,,9000418436,F,,IHS_OND_872A,IHS_OND_0872A,0.00,"87,150.00",0.00,"87,150.00",0.00,"-4,406.00",0.00,"-4,406.00",0.00,"82,744.00",4/30/2018,5
TW,FA/TW130794,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Parent,FA/TW131073,,F,,IHS_OND_872A,IHS_OND_0872A,"1,843.35",0,0,"1,843.35","-1,843.35",0,0,"-1,843.35",0,0,12/5/2014,2.47222222
TW,FA/TW130795,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Child,FA/TW131073,,F,,IHS_OND_872A,IHS_OND_0872A,"1,843.35",0,0,"1,843.35","-1,843.35",0,0,"-1,843.35",0,0,12/5/2014,2.47222222
TW,FA/TW131356,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Child,FA/TW131073,,F,,IHS_OND_872A,IHS_OND_0872A,"6,843.62",0,0,"6,843.62","-6,843.62",0,0,"-6,843.62",0,0,12/5/2014,2.38611111
TW,FA/TW131491,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Parent,FA/TW131073,9000418420,F,,IHS_OND_872A,IHS_OND_0872A,"8,005.44",0,0,"8,005.44","-8,005.44",0,0,"-8,005.44",0,0,12/5/2014,2.38611111
TW,FA/TW130305,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Child,FA/TW131519,,F,,IHS_OND_881A,IHS_OND_0881A,"2,762.07",0,0,"2,762.07","-2,762.07",0,0,"-2,762.07",0,0,12/5/2014,2.95833333
TW,FA/TW130389,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Child,FA/TW131519,,F,,IHS_OND_881A,IHS_OND_0881A,"6,177.51",0,0,"6,177.51","-6,177.51",0,0,"-6,177.51",0,0,12/5/2014,2.88055556
TW,FA/TW130482,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Child,FA/TW131519,,F,,IHS_OND_881A,IHS_OND_0881A,"6,177.51",0,0,"6,177.51","-6,177.51",0,0,"-6,177.51",0,0,12/5/2014,2.88055556
TW,FA/TW130622,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Child,FA/TW131519,,F,,IHS_OND_881A,IHS_OND_0881A,"1,859.14",0,0,"1,859.14","-1,859.14",0,0,"-1,859.14",0,0,12/5/2014,2.71666667
TW,FA/TW130735,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Child,FA/TW131595,,F,,IHS_OND_909A,IHS_OND_0909A,"1,843.35",0,0,"1,843.35","-1,843.35",0,0,"-1,843.35",0,0,12/5/2014,2.47222222
TW,FA/TW131314,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Child,FA/TW131595,,F,,IHS_OND_909A,IHS_OND_0909A,"6,843.62",0,0,"6,843.62","-6,843.62",0,0,"-6,843.62",0,0,12/5/2014,2.38611111
TW,FA/TW131073,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Parent,FA/TW131073,9000418452,F,,IHS_OND_872A,IHS_OND_0872A,"125,533.51",0,0,"125,533.51","-125,533.51",0,0,"-125,533.51",0,0,12/5/2014,2.38611111
TW,FA/TW130937,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Child,FA/TW131142,,F,,IHS_OND_904A,IHS_OND_0904A,"126,116.71",0,0,"126,116.71","-126,116.71",0,0,"-126,116.71",0,0,12/5/2014,2.38611111
TW,FA/TW131636,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Child,FA/TW136153,,F,,IHS_OND_905A,IHS_OND_0905A,"304,155.90",0,0,"304,155.90","-304,155.90",0,0,"-304,155.90",0,0,12/5/2014,2.30833333
TW,FA/TW131519,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Parent,FA/TW131519,9000594930,F,"IDLE, FAIR",IHS_OND_881A,IHS_OND_0881A,"304,333.63",0,0,"304,333.63","-304,333.63",0,0,"-304,333.63",0,0,12/5/2014,2.30833333
TW,FA/TW131595,9.6KW HYBRID POWER CABINET(OUTDOOR)(Battery),TOWER,Battery,Battery,Parent,FA/TW131595,9000660327,F,"OPERATING, GOOD",IHS_OND_909A,IHS_OND_0909A,"304,155.90",0,0,"304,155.90","-304,155.90",0,0,"-304,155.90",0,0,12/5/2014,2.30833333
TW,FA/TW116981,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_885A,IHS_OND_0885A,"4,230,893.26",0,0,"4,230,893.26","-723,247.00","-120,876.00",0,"-844,123.00","3,507,646.26","3,386,770.26",12/5/2014,20
TW,FA/TW101851,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_878A,IHS_OND_0878A,"4,033,476.10",0,0,"4,033,476.10","-680,520.00","-115,542.00",0,"-796,062.00","3,352,956.10","3,237,414.10",12/5/2014,20
TW,FA/TW114468,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_897A,IHS_OND_0897A,"3,907,444.40",0,0,"3,907,444.40","-662,085.00","-111,835.00",0,"-773,920.00","3,245,359.40","3,133,524.40",12/5/2014,20
TW,FA/TW114699,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_895A,IHS_OND_0895A,"3,872,865.72",0,0,"3,872,865.72","-657,603.00","-110,796.00",0,"-768,399.00","3,215,262.72","3,104,466.72",12/5/2014,20
TW,FA/TW115183,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_889A,IHS_OND_0889A,"3,841,744.93",0,0,"3,841,744.93","-653,893.00","-109,851.00",0,"-763,744.00","3,187,851.93","3,078,000.93",12/5/2014,20
TW,FA/TW119012,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_863A,IHS_OND_0863A,"3,382,586.45",0,0,"3,382,586.45","-584,729.00","-96,415.00",0,"-681,144.00","2,797,857.45","2,701,442.45",12/5/2014,20
TW,FA/TW116979,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_885A,IHS_OND_0885A,"3,096,046.69",0,0,"3,096,046.69","-529,246.00","-88,452.00",0,"-617,698.00","2,566,800.69","2,478,348.69",12/5/2014,20
TW,FA/TW115350,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_881A,IHS_OND_0881A,"2,966,171.99",0,0,"2,966,171.99","-504,876.00","-84,819.00",0,"-589,695.00","2,461,295.99","2,376,476.99",12/5/2014,20
TW,FA/TW043760,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_910A,IHS_OND_0910A,"2,813,252.75",0,0,"2,813,252.75","-470,783.00","-80,724.00",0,"-551,507.00","2,342,469.75","2,261,745.75",12/5/2014,20
TW,FA/TW120358,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_856A,IHS_OND_0856A,"2,833,940.53",0,0,"2,833,940.53","-493,373.00","-80,654.00",0,"-574,027.00","2,340,567.53","2,259,913.53",12/5/2014,20
TW,FA/TW050338,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_898A,IHS_OND_0898A,"2,800,230.45",0,0,"2,800,230.45","-469,584.00","-80,311.00",0,"-549,895.00","2,330,646.45","2,250,335.45",12/5/2014,20
TW,FA/TW096494,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_905A,IHS_OND_0905A,"2,793,827.88",0,0,"2,793,827.88","-470,413.00","-80,066.00",0,"-550,479.00","2,323,414.88","2,243,348.88",12/5/2014,20
TW,FA/TW075198,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_909A,IHS_OND_0909A,"2,736,508.16",0,0,"2,736,508.16","-459,797.00","-78,456.00",0,"-538,253.00","2,276,711.16","2,198,255.16",12/5/2014,20
TW,FA/TW114721,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_893A,IHS_OND_0893A,"2,657,578.34",0,0,"2,657,578.34","-451,246.00","-76,030.00",0,"-527,276.00","2,206,332.34","2,130,302.34",12/5/2014,20
TW,FA/TW117612,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_872A,IHS_OND_0872A,"2,559,366.39",0,0,"2,559,366.39","-439,386.00","-73,052.00",0,"-512,438.00","2,119,980.39","2,046,928.39",12/5/2014,20
TW,FA/TW115165,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_888A,IHS_OND_0888A,"2,529,943.76",0,0,"2,529,943.76","-430,626.00","-72,345.00",0,"-502,971.00","2,099,317.76","2,026,972.76",12/5/2014,20
TW,FA/TW103694,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_901A,IHS_OND_0901A,"2,309,982.30",0,0,"2,309,982.30","-389,735.00","-66,171.00",0,"-455,906.00","1,920,247.30","1,854,076.30",12/5/2014,20
TW,FA/TW103689,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_903A,IHS_OND_0903A,"2,309,982.30",0,0,"2,309,982.30","-389,735.00","-66,171.00",0,"-455,906.00","1,920,247.30","1,854,076.30",12/5/2014,20
TW,FA/TW094921,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_904A,IHS_OND_0904A,"2,251,407.94",0,0,"2,251,407.94","-379,075.00","-64,519.00",0,"-443,594.00","1,872,332.94","1,807,813.94",12/5/2014,20
TW,FA/TW109321,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_899A,IHS_OND_0899A,"2,216,382.23",0,0,"2,216,382.23","-374,740.00","-63,462.00",0,"-438,202.00","1,841,642.23","1,778,180.23",12/5/2014,20
TW,FA/TW118065,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_871A,IHS_OND_0871A,"2,211,325.17",0,0,"2,211,325.17","-380,550.00","-63,091.00",0,"-443,641.00","1,830,775.17","1,767,684.17",12/5/2014,20
TW,FA/TW114452,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_898A,IHS_OND_0898A,"2,198,869.38",0,0,"2,198,869.38","-372,592.00","-62,937.00",0,"-435,529.00","1,826,277.38","1,763,340.38",12/5/2014,20
TW,FA/TW157098,12MOminisolarCivil Construction,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_902A,IHS_OND_0902A,"2,126,130.64",0,0,"2,126,130.64","-339,494.00","-61,565.00",0,"-401,059.00","1,786,636.64","1,725,071.64",12/5/2014,20
TW,FA/TW117703,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_881A,IHS_OND_0881A,"2,145,341.01",0,0,"2,145,341.01","-368,311.00","-61,236.00",0,"-429,547.00","1,777,030.01","1,715,794.01",12/5/2014,20
TW,FA/TW115154,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_890A,IHS_OND_0890A,"2,133,102.21",0,0,"2,133,102.21","-363,082.00","-60,998.00",0,"-424,080.00","1,770,020.21","1,709,022.21",12/5/2014,20
TW,FA/TW160886,12MOminisolarCivil Construction,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_892A,IHS_OND_0892A,"2,056,354.68",0,0,"2,056,354.68","-329,966.00","-59,493.00",0,"-389,459.00","1,726,388.68","1,666,895.68",12/5/2014,20
TW,FA/TW075132,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_909A,IHS_OND_0909A,"1,911,951.13",0,0,"1,911,951.13","-321,256.00","-54,817.00",0,"-376,073.00","1,590,695.13","1,535,878.13",12/5/2014,20
TW,FA/TW050635,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_902A,IHS_OND_0902A,"1,611,511.28",0,0,"1,611,511.28","-270,251.00","-46,221.00",0,"-316,472.00","1,341,260.28","1,295,039.28",12/5/2014,20
TW,FA/TW124262,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_890A,IHS_OND_0890A,"1,391,071.01",0,0,"1,391,071.01","-253,186.00","-39,214.00",0,"-292,400.00","1,137,885.01","1,098,671.01",12/5/2014,20
TW,FA/TW116985,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_885A,IHS_OND_0885A,"1,269,269.94",0,0,"1,269,269.94","-216,966.00","-36,260.00",0,"-253,226.00","1,052,303.94","1,016,043.94",12/5/2014,20
TW,FA/TW116983,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_885A,IHS_OND_0885A,"1,238,479.39",0,0,"1,238,479.39","-211,716.00","-35,385.00",0,"-247,101.00","1,026,763.39","991,378.39",12/5/2014,20
TW,FA/TW028624,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_904A,IHS_OND_0904A,"1,201,007.88",0,0,"1,201,007.88","-200,570.00","-34,475.00",0,"-235,045.00","1,000,437.88","965,962.88",12/5/2014,20
TW,FA/TW028613,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_899A,IHS_OND_0899A,"1,201,007.88",0,0,"1,201,007.88","-200,570.00","-34,475.00",0,"-235,045.00","1,000,437.88","965,962.88",12/5/2014,20
TW,FA/TW024763,70MCivils,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_871A,IHS_OND_0871A,"1,176,525.41",0,0,"1,176,525.41","-196,117.00","-33,782.00",0,"-229,899.00","980,408.41","946,626.41",12/5/2014,20
TW,FA/TW090411,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_872A,IHS_OND_0872A,"829,153.87",0,0,"829,153.87","-139,618.00","-23,761.00",0,"-163,379.00","689,535.87","665,774.87",12/5/2014,20
TW,FA/TW118117,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_881A,IHS_OND_0881A,"645,812.86",0,0,"645,812.86","-111,134.00","-18,424.00",0,"-129,558.00","534,678.86","516,254.86",12/5/2014,20
TW,FA/TW053143,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_898A,IHS_OND_0898A,"538,858.61",0,0,"538,858.61","-90,369.00","-15,456.00",0,"-105,825.00","448,489.61","433,033.61",12/5/2014,20
TW,FA/TW053264,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_902A,IHS_OND_0902A,"534,137.59",0,0,"534,137.59","-89,580.00","-15,320.00",0,"-104,900.00","444,557.59","429,237.59",12/5/2014,20
TW,FA/TW029735,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_905A,IHS_OND_0905A,"528,136.01",0,0,"528,136.01","-88,205.00","-15,162.00",0,"-103,367.00","439,931.01","424,769.01",12/5/2014,20
TW,FA/TW125847,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_891A,IHS_OND_0891A,"466,922.90",0,0,"466,922.90","-89,035.00","-13,020.00",0,"-102,055.00","377,887.90","364,867.90",12/5/2014,20
TW,FA/TW053792,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_902A,IHS_OND_0902A,"443,288.85",0,0,"443,288.85","-74,333.00","-12,712.00",0,"-87,045.00","368,955.85","356,243.85",12/5/2014,20
TW,FA/TW029746,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_905A,IHS_OND_0905A,"440,114.09",0,0,"440,114.09","-73,505.00","-12,635.00",0,"-86,140.00","366,609.09","353,974.09",12/5/2014,20
TW,FA/TW150938,SBC Civil Upgrade for collocation (vat inc),TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_897A,IHS_OND_0897A,"418,040.09",0,0,"418,040.09","-66,112.00","-12,127.00",0,"-78,239.00","351,928.09","339,801.09",12/5/2014,20
TW,FA/TW150937,SBC Civil Upgrade for collocation (vat inc),TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_878A,IHS_OND_0878A,"418,040.09",0,0,"418,040.09","-66,112.00","-12,127.00",0,"-78,239.00","351,928.09","339,801.09",12/5/2014,20
TW,FA/TW153108,SBC Civil Upgrade for collocation (vat inc),TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_885A,IHS_OND_0885A,"409,282.34",0,0,"409,282.34","-64,930.00","-11,865.00",0,"-76,795.00","344,352.34","332,487.34",12/5/2014,20
TW,FA/TW053935,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_902A,IHS_OND_0902A,"405,768.17",0,0,"405,768.17","-68,056.00","-11,641.00",0,"-79,697.00","337,712.17","326,071.17",12/5/2014,20
TW,FA/TW053990,INCOUNTRY CIVIL WORKS,TOWER,Civil Cost,Civil Cost,NA,,,NA,,IHS_OND_895A,IHS_OND_0895A,"399,087.17",0,0,"399,087.17","-66,922.00","-11,445.00",0,"-78,367.00","332,165.17","320,720.17",12/5/2014,20
